tipo,subtipo,razon_social,descripcion,path,precio_total
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,CORTIZO CARLOS PATRICIO Y CASUZA GONZALO FABIAN S.S.,Provisión Temporal de Equipamiento Deportivo Zona de Transición-Triatlón con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_CORTIZO CARLOS PATRICIO Y CASUZA GONZALO FABIAN S.S._Provisión Temporal de Equipamiento Deportivo Zona de Transición-Triatlón con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,1507052
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,COMMERCIAL CARPETS S.A.,Provisión de Equipamiento Deportivo de Tenis Palos de Single y Postes de Red para los  Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_COMMERCIAL CARPETS S.A._Provisión de Equipamiento Deportivo de Tenis Palos de Single y Postes de Red para los  Juegos Olímpicos de la Juventud Buenos Aires 2018,587471
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,DEGLAP S.A.,Provsión de Equipamiento Deportivo de Gimnasia con Servicio de Instalación Mantenimiento y Desinstalación para los  Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_DEGLAP S.A._Provsión de Equipamiento Deportivo de Gimnasia con Servicio de Instalación Mantenimiento y Desinstalación para los  Juegos Olímpicos de la Juventud Buenos Aires 2018,21349520
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,KA ARGENTINA SA,"Servicio de Asistencia Técnica para instalación, mantenimiento y desinstalación de Esgrima y P. Moderno para los  Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_KA ARGENTINA SA_Servicio de Asistencia Técnica para instalación, mantenimiento y desinstalación de Esgrima y P. Moderno para los  Juegos Olímpicos de la Juventud Buenos Aires 2018",348323
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,IMAGEN Y TECNOLOGIA DEL SUR S.A.,Provisión de Equipamiento Deportivo de Atletismo con Servicio de Instalación y Mantenimiento para los  Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_IMAGEN Y TECNOLOGIA DEL SUR S.A._Provisión de Equipamiento Deportivo de Atletismo con Servicio de Instalación y Mantenimiento para los  Juegos Olímpicos de la Juventud Buenos Aires 2018,19967777
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,CARBIT S.A.,Provisión de Equipamiento Deportivo de Tiro con Arco para Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_CARBIT S.A._Provisión de Equipamiento Deportivo de Tiro con Arco para Juegos Olímpicos de la Juventud Buenos Aires 2018,1364615
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,ESTILO QUARZO SRL,Servicio de Construcción Temporal de Obstáculos para Circuito de Ciclismo de Montaña para  Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_ESTILO QUARZO SRL_Servicio de Construcción Temporal de Obstáculos para Circuito de Ciclismo de Montaña para  Juegos Olímpicos de la Juventud Buenos Aires 2018,4011241.54
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,MELENZANE SA,Provisión de Equipamiento Deportivo de Triátlon para  Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_MELENZANE SA_Provisión de Equipamiento Deportivo de Triátlon para  Juegos Olímpicos de la Juventud Buenos Aires 2018,498440
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,IMAGEN Y TECNOLOGIA DEL SUR S.A.,Provisión  de Equipamiento Deportivo de Accesorios de Futsal-Juegos Olímpicos Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_IMAGEN Y TECNOLOGIA DEL SUR S.A._Provisión  de Equipamiento Deportivo de Accesorios de Futsal-Juegos Olímpicos Juventud Buenos Aires 2018,546843.84
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,Commercial Carpets S.A.,"Servicio de Instalación, Mantenimiento y Desinstalación con Provisión Temporal de Pistas para Canotaje y Remo para  Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Commercial Carpets S.A._Servicio de Instalación, Mantenimiento y Desinstalación con Provisión Temporal de Pistas para Canotaje y Remo para  Juegos Olímpicos de la Juventud Buenos Aires 2018",6345559.33
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,STAR GOLF SRL,Provisión de Equipamiento Deportivo de Golf Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_STAR GOLF SRL_Provisión de Equipamiento Deportivo de Golf Juegos Olímpicos de la Juventud Buenos Aires 2018,297768
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,Fernando Mariño,Provisión de Equipamiento Deportivo de Escalada Deportiva con Servicio de Instalación. Mantenimiento. Desisntalación y Desmontado para  Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_Fernando Mariño_Provisión de Equipamiento Deportivo de Escalada Deportiva con Servicio de Instalación. Mantenimiento. Desisntalación y Desmontado para  Juegos Olímpicos de la Juventud Buenos Aires 2018,1765708.55
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,ALBERDI NÚÑEZ SRL,"Adquisición de Acreditaciones e Identificaciones de Atletas ""Juegos Olímpicos de la Juventud 2018""","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_ALBERDI NÚÑEZ SRL_Adquisición de Acreditaciones e Identificaciones de Atletas ""Juegos Olímpicos de la Juventud 2018""",205739.77
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,PRODUCTOS PUBLICITARIOS SA,"Adquisición de Acreditaciones e Identificaciones de Atletas ""Juegos Olímpicos de la Juventud 2018""","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_PRODUCTOS PUBLICITARIOS SA_Adquisición de Acreditaciones e Identificaciones de Atletas ""Juegos Olímpicos de la Juventud 2018""",321286.64
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,Adidas Argentina S.A.,Adquisición de Pelotas de Futsal con destino a los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Adidas Argentina S.A._Adquisición de Pelotas de Futsal con destino a los Juegos Olímpicos de la Juventud Buenos Aires 2018,355340
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,LAVADERO BANFIELD S.A.,Alquiler de Toallas y Toallones de Uso Deportivo y Servicio Ind. de Lavanderia con destino a los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_LAVADERO BANFIELD S.A._Alquiler de Toallas y Toallones de Uso Deportivo y Servicio Ind. de Lavanderia con destino a los Juegos Olímpicos de la Juventud Buenos Aires 2018,544500
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,Barbara Sofia Macedo,"Adqusición de Pecheras, Brazaletes y Autoadhesivos para Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_Barbara Sofia Macedo_Adqusición de Pecheras, Brazaletes y Autoadhesivos para Juegos Olímpicos de la Juventud Buenos Aires 2018",15901.8
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,Pablo Miguel Salvá,"Adqusición de Pecheras, Brazaletes y Autoadhesivos para Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_Pablo Miguel Salvá_Adqusición de Pecheras, Brazaletes y Autoadhesivos para Juegos Olímpicos de la Juventud Buenos Aires 2018",19828.8
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,WIDE AVENUE SRL,"Adqusición de Pecheras, Brazaletes y Autoadhesivos para Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_WIDE AVENUE SRL_Adqusición de Pecheras, Brazaletes y Autoadhesivos para Juegos Olímpicos de la Juventud Buenos Aires 2018",2232
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,WIDE AVENUE SRL,"Adqusición de Pecheras, Brazaletes y Autoadhesivos para Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_WIDE AVENUE SRL_Adqusición de Pecheras, Brazaletes y Autoadhesivos para Juegos Olímpicos de la Juventud Buenos Aires 2018",360848.5
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,SHIMANO LATIN AMERICA REPRESENTACAO COMERCIAL LTDA - SUCURSAL ARGENTINA,"Adquisición de Caramañolas, Rodillos y el Alquiler de Herramientas y Acces. para Ciclismo y Triatlón","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_SHIMANO LATIN AMERICA REPRESENTACAO COMERCIAL LTDA - SUCURSAL ARGENTINA_Adquisición de Caramañolas, Rodillos y el Alquiler de Herramientas y Acces. para Ciclismo y Triatlón",1170671.85
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,IVAN EZEQUIEL ARDIZON,"Adquisición de Trajes, Canoas y Palas para Triatlón de los Juegos Olímpicos de la Juventud Buenos Aires 2018 R 1 y 3","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_IVAN EZEQUIEL ARDIZON_Adquisición de Trajes, Canoas y Palas para Triatlón de los Juegos Olímpicos de la Juventud Buenos Aires 2018 R 1 y 3",145000
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,BARKLEY SRL,Adquisición de Accesorios de Ecuestre y Obstáculos para la Competencia de Equitación Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_BARKLEY SRL_Adquisición de Accesorios de Ecuestre y Obstáculos para la Competencia de Equitación Juegos Olímpicos de la Juventud Buenos Aires 2018,973104
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,JOSA S.A.,Adquisición de Accesorios de Ecuestre y Obstáculos para la Competencia de Equitación Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_JOSA S.A._Adquisición de Accesorios de Ecuestre y Obstáculos para la Competencia de Equitación Juegos Olímpicos de la Juventud Buenos Aires 2018,2051784
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,ALBERDI NÚÑEZ SRL,"Adquisición de Acreditaciones e Identificaciones de Atletas 2 ""Juegos Olímpicos de la Juventud 2018""","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_ALBERDI NÚÑEZ SRL_Adquisición de Acreditaciones e Identificaciones de Atletas 2 ""Juegos Olímpicos de la Juventud 2018""",360996.86
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,ARGENPROM S.R.L.,Adquisición de Banderas Deportivas para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_ARGENPROM S.R.L._Adquisición de Banderas Deportivas para los Juegos Olímpicos de la Juventud Buenos Aires 2018,146603.1
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,Hurricane SAS,"Servicio de Instalación, Mantenimiento y Desinstalación con Provisión Temporal de Equipamiento Depotivo para el Parque de Ciclismo BMX de los Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Hurricane SAS_Servicio de Instalación, Mantenimiento y Desinstalación con Provisión Temporal de Equipamiento Depotivo para el Parque de Ciclismo BMX de los Juegos Olímpicos de la Juventud Buenos Aires 2018",6879466.74
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,PINE SPA S.A.,Adquisición de Saunas con Servicio de Instalación y Desinstalación a utilizarse en los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_PINE SPA S.A._Adquisición de Saunas con Servicio de Instalación y Desinstalación a utilizarse en los Juegos Olímpicos de la Juventud Buenos Aires 2018,1247742
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,CORTIZO CARLOS PATRICIO Y CASUZA GONZALO FABIAN S.S.,"Servicio Integral de Instalación, Mantenimiento y Desinstalación de una Carpa destinada a cubrir Sup. Baloncesto 3X3 de los Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_CORTIZO CARLOS PATRICIO Y CASUZA GONZALO FABIAN S.S._Servicio Integral de Instalación, Mantenimiento y Desinstalación de una Carpa destinada a cubrir Sup. Baloncesto 3X3 de los Juegos Olímpicos de la Juventud Buenos Aires 2018",4500000
CONVOCATORIA ABIERTA,CONCURSO PÚBLICO,OZONO PRODUCCIONES S.R.L,Concurso Publico por Especialidad 2-UCCUPEJOL-2018 Contratación del Diseño y Realización de la Propuesta artística para la Ceremonia de Apertura de los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_CONCURSO PÚBLICO_OZONO PRODUCCIONES S.R.L_Concurso Publico por Especialidad 2-UCCUPEJOL-2018 Contratación del Diseño y Realización de la Propuesta artística para la Ceremonia de Apertura de los Juegos Olímpicos de la Juventud Buenos Aires 2018,176275206
CONVOCATORIA ABIERTA,CONCURSO PÚBLICO,CARLOS GERMÁN EGUÍA,Programa de Licencias Buenos Aires 2018 3,CONVOCATORIA ABIERTA_CONCURSO PÚBLICO_CARLOS GERMÁN EGUÍA_Programa de Licencias Buenos Aires 2018 3,2047680
CONVOCATORIA ABIERTA,CONVENIO MARCO,Servicios de Producciones Artiticas SRL,"“Servicio Integral de planificación, producción, desarrollo y operación de shows de entretenimiento y acciones específicas para presentación del deporte” Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.","CONVOCATORIA ABIERTA_CONVENIO MARCO_Servicios de Producciones Artiticas SRL_“Servicio Integral de planificación, producción, desarrollo y operación de shows de entretenimiento y acciones específicas para presentación del deporte” Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.",10476250
CONVOCATORIA ABIERTA,CONVENIO MARCO,SOCIEDAD EXPANSIVA S.A,"Servicio de Producción Integral tendiente a la realización del evento ""Seminario de Jefes de Misión Buenos Aires 2018"" - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.","CONVOCATORIA ABIERTA_CONVENIO MARCO_SOCIEDAD EXPANSIVA S.A_Servicio de Producción Integral tendiente a la realización del evento ""Seminario de Jefes de Misión Buenos Aires 2018"" - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.",8398306
CONVOCATORIA ABIERTA,CONVENIO MARCO,ADV COMUNICACIÓN S.R.L.,Servicio de Producción Integral tendiente a la realización de la presentación del Programa de Voluntariado- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos,CONVOCATORIA ABIERTA_CONVENIO MARCO_ADV COMUNICACIÓN S.R.L._Servicio de Producción Integral tendiente a la realización de la presentación del Programa de Voluntariado- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos,242500
CONVOCATORIA ABIERTA,CONVENIO MARCO,ADV COMUNICACIÓN S.R.L.,"Servicios de Producción Integral de Eventos tendiente a la realización del evento ""Festival Buenos Aires 2018""- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.","CONVOCATORIA ABIERTA_CONVENIO MARCO_ADV COMUNICACIÓN S.R.L._Servicios de Producción Integral de Eventos tendiente a la realización del evento ""Festival Buenos Aires 2018""- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.",675180
CONVOCATORIA ABIERTA,CONVENIO MARCO,MARKETING DIMENSION S.A.,".""Servicio de Producción y Organización de Actividades Deportivas- Programa de Iniciación Deportiva"". Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.","CONVOCATORIA ABIERTA_CONVENIO MARCO_MARKETING DIMENSION S.A._.""Servicio de Producción y Organización de Actividades Deportivas- Programa de Iniciación Deportiva"". Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.",9527990
CONVOCATORIA ABIERTA,CONVENIO MARCO,SOCIEDAD EXPANSIVA S.A,"""Servicio de producción integral para los eventos denominados Victory Ceremonies"". Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.","CONVOCATORIA ABIERTA_CONVENIO MARCO_SOCIEDAD EXPANSIVA S.A_""Servicio de producción integral para los eventos denominados Victory Ceremonies"". Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.",5321694.95
CONVOCATORIA ABIERTA,CONVENIO MARCO,IN ACTION BTL S.A.,Servicio de Producción y Organización del Día de la Paz y el Deporte. Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.,CONVOCATORIA ABIERTA_CONVENIO MARCO_IN ACTION BTL S.A._Servicio de Producción y Organización del Día de la Paz y el Deporte. Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.,167851.41
CONVOCATORIA ABIERTA,CONVENIO MARCO,UNLOCK ENTERTAINMENT S.R.L.,"""Servicio de producción integral de eventos - Experiencia 360"" Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.","CONVOCATORIA ABIERTA_CONVENIO MARCO_UNLOCK ENTERTAINMENT S.R.L._""Servicio de producción integral de eventos - Experiencia 360"" Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.",530026.08
CONVOCATORIA ABIERTA,CONVENIO MARCO,IN ACTION BTL S.A.,"""Servicio de desarrollo y organización integral tendiente a la realización de las visitas a la Villa Olímpica de la Juventud”","CONVOCATORIA ABIERTA_CONVENIO MARCO_IN ACTION BTL S.A._""Servicio de desarrollo y organización integral tendiente a la realización de las visitas a la Villa Olímpica de la Juventud”",557598.23
CONVOCATORIA ABIERTA,CONVENIO MARCO,MARKETING DIMENSION S.A.,“Servicio de producción integral en el marco de la actividad Charlas Olímpicas”,CONVOCATORIA ABIERTA_CONVENIO MARCO_MARKETING DIMENSION S.A._“Servicio de producción integral en el marco de la actividad Charlas Olímpicas”,1071420
CONVOCATORIA ABIERTA,CONVENIO MARCO,TOTAL PRODUCCIONES S.A.,"Servicio de Producción Integral tendiente a la realización del evento denominado ""Welcome Session""","CONVOCATORIA ABIERTA_CONVENIO MARCO_TOTAL PRODUCCIONES S.A._Servicio de Producción Integral tendiente a la realización del evento denominado ""Welcome Session""",2630040
CONVOCATORIA ABIERTA,CONVENIO MARCO,ADV COMUNICACIÓN S.R.L.,“Servicio de producción integral tendiente a la realización de las activaciones denominadas “Recorrido de la Llama por escuelas de C.A.B.A” - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.,CONVOCATORIA ABIERTA_CONVENIO MARCO_ADV COMUNICACIÓN S.R.L._“Servicio de producción integral tendiente a la realización de las activaciones denominadas “Recorrido de la Llama por escuelas de C.A.B.A” - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.,927300
CONVOCATORIA ABIERTA,CONVENIO MARCO,TOTAL PRODUCCIONES S.A.,"Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.","CONVOCATORIA ABIERTA_CONVENIO MARCO_TOTAL PRODUCCIONES S.A._Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.",4614872
CONVOCATORIA ABIERTA,CONVENIO MARCO,BLKLEDS S.A.,"Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.","CONVOCATORIA ABIERTA_CONVENIO MARCO_BLKLEDS S.A._Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.",4834775
CONVOCATORIA ABIERTA,CONVENIO MARCO,SOCIEDAD EXPANSIVA S.A,"Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.","CONVOCATORIA ABIERTA_CONVENIO MARCO_SOCIEDAD EXPANSIVA S.A_Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.",3351078
CONVOCATORIA ABIERTA,CONVENIO MARCO,ADV COMUNICACIÓN S.R.L.,Servicio de Producción Integral tendiente a la realización de la presentación del Seminario de Alistamiento- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos,CONVOCATORIA ABIERTA_CONVENIO MARCO_ADV COMUNICACIÓN S.R.L._Servicio de Producción Integral tendiente a la realización de la presentación del Seminario de Alistamiento- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos,486850
CONVOCATORIA ABIERTA,CONVENIO MARCO,TOTAL PRODUCCIONES S.A.,"""Servicio de producción integral del evento Tour de la Antorcha 2018"" - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos","CONVOCATORIA ABIERTA_CONVENIO MARCO_TOTAL PRODUCCIONES S.A._""Servicio de producción integral del evento Tour de la Antorcha 2018"" - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos",6126975
CONVOCATORIA ABIERTA,CONVENIO MARCO,ADV COMUNICACIÓN S.R.L.,Servicio de producción integral del evento Día Olímpico 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos,CONVOCATORIA ABIERTA_CONVENIO MARCO_ADV COMUNICACIÓN S.R.L._Servicio de producción integral del evento Día Olímpico 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos,1127500
CONVOCATORIA ABIERTA,CONVENIO MARCO,MARKETING DIMENSION S.A.,Servicio de producción integral tendiente a a la realización del evento Recepción Villa Olímpica 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.,CONVOCATORIA ABIERTA_CONVENIO MARCO_MARKETING DIMENSION S.A._Servicio de producción integral tendiente a a la realización del evento Recepción Villa Olímpica 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.,457800
CONVOCATORIA ABIERTA,CONVENIO MARCO,EMEDE S.A.,S/ Adquisición de Diplomas de Victoria y Certificados de Participación para Atletas Olímpicos,CONVOCATORIA ABIERTA_CONVENIO MARCO_EMEDE S.A._S/ Adquisición de Diplomas de Victoria y Certificados de Participación para Atletas Olímpicos,85200
CONVOCATORIA ABIERTA,CONVENIO MARCO,NERVY S.A.,“Alquiler de Equipamiento Tecnológico de Sonido para Baile Deportivo y Baloncesto 3x3 y su respectivo Servicio Técnico de su Operación a utilizarse en los Juegos Olímpicos de la Juventud Buenos Aires 2018”,CONVOCATORIA ABIERTA_CONVENIO MARCO_NERVY S.A._“Alquiler de Equipamiento Tecnológico de Sonido para Baile Deportivo y Baloncesto 3x3 y su respectivo Servicio Técnico de su Operación a utilizarse en los Juegos Olímpicos de la Juventud Buenos Aires 2018”,1084929.12
CONVOCATORIA ABIERTA,CONVENIO MARCO,DIXI EVENTOS S.R.L.,Reunión de comunicación y capacitación de equipo para toda la Comisión Organizativa de los Juegos Olimpicos de la Juventud 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos UPEJOL,CONVOCATORIA ABIERTA_CONVENIO MARCO_DIXI EVENTOS S.R.L._Reunión de comunicación y capacitación de equipo para toda la Comisión Organizativa de los Juegos Olimpicos de la Juventud 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos UPEJOL,195950
CONVOCATORIA ABIERTA,CONVENIO MARCO,DIXI EVENTOS S.R.L.,"""Servicio de Organización del Evento: 5° Reunión de la Comisión de Coordinación del Comité Olímpico Internacional - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos UPEJOL","CONVOCATORIA ABIERTA_CONVENIO MARCO_DIXI EVENTOS S.R.L._""Servicio de Organización del Evento: 5° Reunión de la Comisión de Coordinación del Comité Olímpico Internacional - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos UPEJOL",787108.17
CONVOCATORIA DIRECTA,DECRETO 433,Prisma Constructora S.R.L.,Servicio de readecuación de espacio físico segundo subsuelo Alsina 1659 CABA destinado a los juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_DECRETO 433_Prisma Constructora S.R.L._Servicio de readecuación de espacio físico segundo subsuelo Alsina 1659 CABA destinado a los juegos Olímpicos de la Juventud Buenos Aires 2018,2311977.8
CONVOCATORIA DIRECTA,DECRETO 433,Prisma Constructora S.R.L.,Provisión y Ejecución de Tabiques Divisorios para Seminario de Jefes de Misión en la Villa Olímpica de los  Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_DECRETO 433_Prisma Constructora S.R.L._Provisión y Ejecución de Tabiques Divisorios para Seminario de Jefes de Misión en la Villa Olímpica de los  Juegos Olímpicos de la Juventud Buenos Aires 2018,679885.4
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,FISCHETTI Y CIA. S.R.L.,ADQUISICION DE AGUA POTABLE,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_FISCHETTI Y CIA. S.R.L._ADQUISICION DE AGUA POTABLE,19250
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,MATAFUEGOS DONNY SRL,"SERVICIO DE MANTENIMIENTO, CONTROL, RECARGA DE EXTINTORES Y PROVISIÓN DE ELEMENTOS PARA EXTINTORES","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_MATAFUEGOS DONNY SRL_SERVICIO DE MANTENIMIENTO, CONTROL, RECARGA DE EXTINTORES Y PROVISIÓN DE ELEMENTOS PARA EXTINTORES",26771.2
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,BLEAR INTERNATIONAL SA,CONVENIO MARCO DE COMPRA - ADQUISICIÓN DE MATERIALES DE MERCHANDISING.,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_BLEAR INTERNATIONAL SA_CONVENIO MARCO DE COMPRA - ADQUISICIÓN DE MATERIALES DE MERCHANDISING.,602585
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,FISCHETTI Y CIA. S.R.L.,ADQUISICIÓN DE AGUA POTABLE,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_FISCHETTI Y CIA. S.R.L._ADQUISICIÓN DE AGUA POTABLE,8800
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,B.A.SANI S.A.,CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_B.A.SANI S.A._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA,5861
