tipo	subtipo	razon_social	descripcion	path	precio_total
CONVOCATORIA ABIERTA	CONTRATACIÓN MENOR	PRODUCTOS PUBLICITARIOS SA	Adquisición de Acreditaciones e Identificaciones de Atletas "Juegos Olímpicos de la Juventud 2018"	CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_PRODUCTOS PUBLICITARIOS SA_Adquisición de Acreditaciones e Identificaciones de Atletas "Juegos Olímpicos de la Juventud 2018"	321286.64
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Adidas Argentina S.A.	Adquisición de Pelotas de Futsal con destino a los Juegos Olímpicos de la Juventud Buenos Aires 2018	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Adidas Argentina S.A._Adquisición de Pelotas de Futsal con destino a los Juegos Olímpicos de la Juventud Buenos Aires 2018	355340
CONVOCATORIA ABIERTA	CONTRATACIÓN MENOR	LAVADERO BANFIELD S.A.	Alq. de Toallas y Toallones de Uso Deportivo y Seriv. Ind. de Lavanderia con destino a los JOJ 2018	CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_LAVADERO BANFIELD S.A._Alq. de Toallas y Toallones de Uso Deportivo y Seriv. Ind. de Lavanderia con destino a los JOJ 2018	544500
CONVOCATORIA ABIERTA	CONTRATACIÓN MENOR	Barbara Sofia Macedo	Adqusición de Pecheras, Brazaletes y Autoadhesivos. Juegos Olímpicos de la Juventud Buenos Aires 2018	CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_Barbara Sofia Macedo_Adqusición de Pecheras, Brazaletes y Autoadhesivos. Juegos Olímpicos de la Juventud Buenos Aires 2018	15901.8
CONVOCATORIA ABIERTA	CONTRATACIÓN MENOR	Pablo Miguel Salvá	Adqusición de Pecheras, Brazaletes y Autoadhesivos. Juegos Olímpicos de la Juventud Buenos Aires 2018	CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_Pablo Miguel Salvá_Adqusición de Pecheras, Brazaletes y Autoadhesivos. Juegos Olímpicos de la Juventud Buenos Aires 2018	19828.8
CONVOCATORIA ABIERTA	CONTRATACIÓN MENOR	WIDE AVENUE SRL	Adqusición de Pecheras, Brazaletes y Autoadhesivos. Juegos Olímpicos de la Juventud Buenos Aires 2018	CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_WIDE AVENUE SRL_Adqusición de Pecheras, Brazaletes y Autoadhesivos. Juegos Olímpicos de la Juventud Buenos Aires 2018	2232
CONVOCATORIA ABIERTA	CONTRATACIÓN MENOR	WIDE AVENUE SRL	Adqusición de Pecheras, Brazaletes y Autoadhesivos. Juegos Olímpicos de la Juventud Buenos Aires 2018	CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_WIDE AVENUE SRL_Adqusición de Pecheras, Brazaletes y Autoadhesivos. Juegos Olímpicos de la Juventud Buenos Aires 2018	360848.5
CONVOCATORIA ABIERTA	LICITACION PUBLICA	SHIMANO LATIN AMERICA REPRESENTACAO COMERCIAL LTDA - SUCURSAL ARGENTINA	Adquisición de Caramañolas, Rodillos y el Alquiler de Herramientas y Acces. para Ciclismo y Triatlón	CONVOCATORIA ABIERTA_LICITACION PUBLICA_SHIMANO LATIN AMERICA REPRESENTACAO COMERCIAL LTDA - SUCURSAL ARGENTINA_Adquisición de Caramañolas, Rodillos y el Alquiler de Herramientas y Acces. para Ciclismo y Triatlón	1170671.85
CONVOCATORIA ABIERTA	CONTRATACIÓN MENOR	IVAN EZEQUIEL ARDIZON	Adquisición de Trajes, Canoas y Palas p/ Triatlón Juegos Olímpicos de la Juventud Buenos Aires 2018 R 1 y 3	CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_IVAN EZEQUIEL ARDIZON_Adquisición de Trajes, Canoas y Palas p/ Triatlón Juegos Olímpicos de la Juventud Buenos Aires 2018 R 1 y 3	145000
CONVOCATORIA ABIERTA	LICITACION PUBLICA	BARKLEY SRL	Adquisición de Accesorios de Ecuestre y Obstáculos para la Competencia de Equitación JOJ 2018	CONVOCATORIA ABIERTA_LICITACION PUBLICA_BARKLEY SRL_Adquisición de Accesorios de Ecuestre y Obstáculos para la Competencia de Equitación JOJ 2018	973104
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JOSA S.A.	Adquisición de Accesorios de Ecuestre y Obstáculos para la Competencia de Equitación JOJ 2018	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JOSA S.A._Adquisición de Accesorios de Ecuestre y Obstáculos para la Competencia de Equitación JOJ 2018	2051784
CONVOCATORIA ABIERTA	CONTRATACIÓN MENOR	ALBERDI NÚÑEZ SRL	Adquisición de Acreditaciones e Identificaciones de Atletas 2 "Juegos Olímpicos de la Juventud 2018"	CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_ALBERDI NÚÑEZ SRL_Adquisición de Acreditaciones e Identificaciones de Atletas 2 "Juegos Olímpicos de la Juventud 2018"	360996.86
CONVOCATORIA ABIERTA	CONTRATACIÓN MENOR	ARGENPROM S.R.L.	Adquisición de Banderas Deportivas para los Juegos Olímpicos de la Juventud Buenos Aires 2018	CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_ARGENPROM S.R.L._Adquisición de Banderas Deportivas para los Juegos Olímpicos de la Juventud Buenos Aires 2018	146603.1
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Hurricane SAS	Serv. de Inst, Mant y Desinst. con Provisión Temporal de Eq. Dep. Parque Ciclismo BMX JOJ Bs As 2018	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Hurricane SAS_Serv. de Inst, Mant y Desinst. con Provisión Temporal de Eq. Dep. Parque Ciclismo BMX JOJ Bs As 2018	6879466.74
CONVOCATORIA ABIERTA	CONTRATACIÓN MENOR	PINE SPA S.A.	Adquisición de Saunas c/ Servicio de Instalación y Desinstalación a utilizarse en los JOJ Bs As 2018 	CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_PINE SPA S.A._Adquisición de Saunas c/ Servicio de Instalación y Desinstalación a utilizarse en los JOJ Bs As 2018 	1247742
CONVOCATORIA ABIERTA	LICITACION PUBLICA	CORTIZO CARLOS PATRICIO Y CASUZA GONZALO FABIAN S.S.	Servicio Int. de Inst., Mant. y Desinst. de una Carpa dest. a cubrir Sup. Baloncesto 3X3 JOJ 2018	CONVOCATORIA ABIERTA_LICITACION PUBLICA_CORTIZO CARLOS PATRICIO Y CASUZA GONZALO FABIAN S.S._Servicio Int. de Inst., Mant. y Desinst. de una Carpa dest. a cubrir Sup. Baloncesto 3X3 JOJ 2018	4500000
CONVOCATORIA ABIERTA	CONCURSO PÚBLICO	OZONO PRODUCCIONES S.R.L	Concurso Publico por Especialidad 2-UCCUPEJOL-2018 Contratación del Diseño y Realización de la Propuesta artística para la Ceramonia de Apertura de los Juegos Olímpicos de la Juventud Buenos Aires 2018	CONVOCATORIA ABIERTA_CONCURSO PÚBLICO_OZONO PRODUCCIONES S.R.L_Concurso Publico por Especialidad 2-UCCUPEJOL-2018 Contratación del Diseño y Realización de la Propuesta artística para la Ceramonia de Apertura de los Juegos Olímpicos de la Juventud Buenos Aires 2018	176275206
CONVOCATORIA ABIERTA	CONCURSO PÚBLICO	CARLOS GERMÁN EGUÍA	Programa de Licencias Buenos Aires 2018 3	CONVOCATORIA ABIERTA_CONCURSO PÚBLICO_CARLOS GERMÁN EGUÍA_Programa de Licencias Buenos Aires 2018 3	2047680
CONVOCATORIA ABIERTA	CONVENIO MARCO	Servicios de Producciones Artiticas SRL	“Servicio Integral de planificación, producción, desarrollo y operación de shows de entretenimiento y acciones específicas para presentación del deporte” Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_Servicios de Producciones Artiticas SRL_“Servicio Integral de planificación, producción, desarrollo y operación de shows de entretenimiento y acciones específicas para presentación del deporte” Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	10476250
CONVOCATORIA ABIERTA	CONVENIO MARCO	SOCIEDAD EXPANSIVA S.A	Servicio de Producción Integral tendiente a la realización del evento "Seminario de Jefes de Misión Buenos Aires 2018" - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_SOCIEDAD EXPANSIVA S.A_Servicio de Producción Integral tendiente a la realización del evento "Seminario de Jefes de Misión Buenos Aires 2018" - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	8398306
CONVOCATORIA ABIERTA	CONVENIO MARCO	ADV COMUNICACIÓN S.R.L.	Servicio de Producción Integral tendiente a la realización de la presentación del Programa de Voluntariado- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos	CONVOCATORIA ABIERTA_CONVENIO MARCO_ADV COMUNICACIÓN S.R.L._Servicio de Producción Integral tendiente a la realización de la presentación del Programa de Voluntariado- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos	242500
CONVOCATORIA ABIERTA	CONVENIO MARCO	ADV COMUNICACIÓN S.R.L.	Servicios de Producción Integral de Eventos tendiente a la realización del evento "Festival Buenos Aires 2018"- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_ADV COMUNICACIÓN S.R.L._Servicios de Producción Integral de Eventos tendiente a la realización del evento "Festival Buenos Aires 2018"- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	675180
CONVOCATORIA ABIERTA	CONVENIO MARCO	MARKETING DIMENSION S.A.	."Servicio de Producción y Organización de Actividades Deportivas- Programa de Iniciación Deportiva". Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_MARKETING DIMENSION S.A._."Servicio de Producción y Organización de Actividades Deportivas- Programa de Iniciación Deportiva". Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	9527990
CONVOCATORIA ABIERTA	CONVENIO MARCO	SOCIEDAD EXPANSIVA S.A	"Servicio de producción integral para los eventos denominados Victory Ceremonies". Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_SOCIEDAD EXPANSIVA S.A_"Servicio de producción integral para los eventos denominados Victory Ceremonies". Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	5321694.95
CONVOCATORIA ABIERTA	CONVENIO MARCO	IN ACTION BTL S.A.	Servicio de Producción y Organización del Día de la Paz y el Deporte. Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_IN ACTION BTL S.A._Servicio de Producción y Organización del Día de la Paz y el Deporte. Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	167851.41
CONVOCATORIA ABIERTA	CONVENIO MARCO	UNLOCK ENTERTAINMENT S.R.L.	"Servicio de producción integral de eventos - Experiencia 360" Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_UNLOCK ENTERTAINMENT S.R.L._"Servicio de producción integral de eventos - Experiencia 360" Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	530026.08
CONVOCATORIA ABIERTA	CONVENIO MARCO	IN ACTION BTL S.A.	"Servicio de desarrollo y organización integral tendiente a la realización de las visitas a la Villa Olímpica de la Juventud”	CONVOCATORIA ABIERTA_CONVENIO MARCO_IN ACTION BTL S.A._"Servicio de desarrollo y organización integral tendiente a la realización de las visitas a la Villa Olímpica de la Juventud”	557598.23
CONVOCATORIA ABIERTA	CONVENIO MARCO	MARKETING DIMENSION S.A.	“Servicio de producción integral en el marco de la actividad Charlas Olímpicas”	CONVOCATORIA ABIERTA_CONVENIO MARCO_MARKETING DIMENSION S.A._“Servicio de producción integral en el marco de la actividad Charlas Olímpicas”	1071420
CONVOCATORIA ABIERTA	CONVENIO MARCO	TOTAL PRODUCCIONES S.A.	Servicio de Producción Integral tendiente a la realización del evento denominado "Welcome Session"	CONVOCATORIA ABIERTA_CONVENIO MARCO_TOTAL PRODUCCIONES S.A._Servicio de Producción Integral tendiente a la realización del evento denominado "Welcome Session"	2630040
CONVOCATORIA ABIERTA	CONVENIO MARCO	ADV COMUNICACIÓN S.R.L.	“Servicio de producción integral tendiente a la realización de las activaciones denominadas “Recorrido de la Llama por escuelas de C.A.B.A” - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_ADV COMUNICACIÓN S.R.L._“Servicio de producción integral tendiente a la realización de las activaciones denominadas “Recorrido de la Llama por escuelas de C.A.B.A” - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	927300
CONVOCATORIA ABIERTA	CONVENIO MARCO	TOTAL PRODUCCIONES S.A.	Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_TOTAL PRODUCCIONES S.A._Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	4614872
CONVOCATORIA ABIERTA	CONVENIO MARCO	BLKLEDS S.A.	Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_BLKLEDS S.A._Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	4834775
CONVOCATORIA ABIERTA	CONVENIO MARCO	SOCIEDAD EXPANSIVA S.A	Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_SOCIEDAD EXPANSIVA S.A_Servicio de alquiler de estructuras y producción tecnica para Villa Olímpica, Green Park, Urban Park y Youth Olympic Centre - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	3351078
CONVOCATORIA ABIERTA	CONVENIO MARCO	ADV COMUNICACIÓN S.R.L.	Servicio de Producción Integral tendiente a la realización de la presentación del Seminario de Alistamiento- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos	CONVOCATORIA ABIERTA_CONVENIO MARCO_ADV COMUNICACIÓN S.R.L._Servicio de Producción Integral tendiente a la realización de la presentación del Seminario de Alistamiento- Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos	486850
CONVOCATORIA ABIERTA	CONVENIO MARCO	TOTAL PRODUCCIONES S.A.	"Servicio de producción integral del evento Tour de la Antorcha 2018" - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos	CONVOCATORIA ABIERTA_CONVENIO MARCO_TOTAL PRODUCCIONES S.A._"Servicio de producción integral del evento Tour de la Antorcha 2018" - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos	6126975
CONVOCATORIA ABIERTA	CONVENIO MARCO	ADV COMUNICACIÓN S.R.L.	Servicio de producción integral del evento Día Olímpico 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos	CONVOCATORIA ABIERTA_CONVENIO MARCO_ADV COMUNICACIÓN S.R.L._Servicio de producción integral del evento Día Olímpico 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos	1127500
CONVOCATORIA ABIERTA	CONVENIO MARCO	MARKETING DIMENSION S.A.	Servicio de producción integral tendiente a a la realización del evento Recepción Villa Olímpica 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	CONVOCATORIA ABIERTA_CONVENIO MARCO_MARKETING DIMENSION S.A._Servicio de producción integral tendiente a a la realización del evento Recepción Villa Olímpica 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos.	457800
CONVOCATORIA ABIERTA	CONVENIO MARCO	EMEDE S.A.	S/ Adquisición de Diplomas de Victoria y Certificados de Participación para Atletas Olímpicos	CONVOCATORIA ABIERTA_CONVENIO MARCO_EMEDE S.A._S/ Adquisición de Diplomas de Victoria y Certificados de Participación para Atletas Olímpicos	85200
CONVOCATORIA ABIERTA	CONVENIO MARCO	NERVY S.A.	“Alquiler de Equipamiento Tecnológico de Sonido para Baile Deportivo y Baloncesto 3x3 y su respectivo Servicio Técnico de su Operación a utilizarse en los Juegos Olímpicos de la Juventud Buenos Aires 2018”	CONVOCATORIA ABIERTA_CONVENIO MARCO_NERVY S.A._“Alquiler de Equipamiento Tecnológico de Sonido para Baile Deportivo y Baloncesto 3x3 y su respectivo Servicio Técnico de su Operación a utilizarse en los Juegos Olímpicos de la Juventud Buenos Aires 2018”	1084929.12
CONVOCATORIA ABIERTA	CONVENIO MARCO	DIXI EVENTOS S.R.L.	Reunión de comunicación y capacitación de equipo para toda la Comisión Organizativa de los Juegos Olimpicos de la Juventud 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos UPEJOL	CONVOCATORIA ABIERTA_CONVENIO MARCO_DIXI EVENTOS S.R.L._Reunión de comunicación y capacitación de equipo para toda la Comisión Organizativa de los Juegos Olimpicos de la Juventud 2018 - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos UPEJOL	195950
CONVOCATORIA ABIERTA	CONVENIO MARCO	DIXI EVENTOS S.R.L.	"Servicio de Organización del Evento: 5° Reunión de la Comisión de Coordinación del Comité Olímpico Internacional - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos UPEJOL	CONVOCATORIA ABIERTA_CONVENIO MARCO_DIXI EVENTOS S.R.L._"Servicio de Organización del Evento: 5° Reunión de la Comisión de Coordinación del Comité Olímpico Internacional - Convenio Marco de Compras para la Contratación de Servicios de Producción Integral de Eventos UPEJOL	787108.17
CONVOCATORIA DIRECTA	DECRETO 433	Prisma Constructora S.R.L.	Servicio de redecaución de espacio físico segundo subsuelo Alsina 1659 CABA destinado a los juegos Olímpicos de la Juventud Buenos Aires 2018	CONVOCATORIA DIRECTA_DECRETO 433_Prisma Constructora S.R.L._Servicio de redecaución de espacio físico segundo subsuelo Alsina 1659 CABA destinado a los juegos Olímpicos de la Juventud Buenos Aires 2018	2311977.8
CONVOCATORIA DIRECTA	DECRETO 433	Prisma Constructora S.R.L.	Provisión y Ejecución de Tabiques Divisorios para Seminario de Jefes de Misión en la Villa Olímpica de la Juventud BA 2018	CONVOCATORIA DIRECTA_DECRETO 433_Prisma Constructora S.R.L._Provisión y Ejecución de Tabiques Divisorios para Seminario de Jefes de Misión en la Villa Olímpica de la Juventud BA 2018	679885.4
CONVOCATORIA ABIERTA	LICITACION PUBLICA	FISCHETTI Y CIA. S.R.L.	ADQUISICION DE AGUA POTABLE	CONVOCATORIA ABIERTA_LICITACION PUBLICA_FISCHETTI Y CIA. S.R.L._ADQUISICION DE AGUA POTABLE	19250
CONVOCATORIA ABIERTA	LICITACION PUBLICA	MATAFUEGOS DONNY SRL	SERVICIO DE MANTENIMIENTO, CONTROL, RECARGA DE EXTINTORES Y PROVISION DE ELEMENTOS PARA EXTINTORES	CONVOCATORIA ABIERTA_LICITACION PUBLICA_MATAFUEGOS DONNY SRL_SERVICIO DE MANTENIMIENTO, CONTROL, RECARGA DE EXTINTORES Y PROVISION DE ELEMENTOS PARA EXTINTORES	26771.2
CONVOCATORIA ABIERTA	LICITACION PUBLICA	BLEAR INTERNATIONAL SA	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_BLEAR INTERNATIONAL SA_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	602585
CONVOCATORIA ABIERTA	LICITACION PUBLICA	FISCHETTI Y CIA. S.R.L.	ADQUISICION DE AGUA POTABLE	CONVOCATORIA ABIERTA_LICITACION PUBLICA_FISCHETTI Y CIA. S.R.L._ADQUISICION DE AGUA POTABLE	8800
CONVOCATORIA ABIERTA	LICITACION PUBLICA	B.A.SANI S.A.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_B.A.SANI S.A._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	5861
CONVOCATORIA ABIERTA	LICITACION PUBLICA	B.A.SANI S.A.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_B.A.SANI S.A._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	4904
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PATAGONYKA GROUP S.A.	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PATAGONYKA GROUP S.A._CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	84173.04
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JAL ENTERTAINMENT S.R.L.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JAL ENTERTAINMENT S.R.L._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	14160
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JAL ENTERTAINMENT S.R.L.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JAL ENTERTAINMENT S.R.L._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	45120
CONVOCATORIA ABIERTA	LICITACION PUBLICA	LILIANA BEATRIZ POLANCO	ADQUISICION DE ARTICULOS DE LIMPIEZA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_LILIANA BEATRIZ POLANCO_ADQUISICION DE ARTICULOS DE LIMPIEZA	385
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ELECTRICIDAD CHICLANA DE SANTOIANNI Y RODRIGUEZ SH	ADQUISICION DE MATERIALES ELECTRICOS Y LUMINARIAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ELECTRICIDAD CHICLANA DE SANTOIANNI Y RODRIGUEZ SH_ADQUISICION DE MATERIALES ELECTRICOS Y LUMINARIAS	17524.26
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Cooperativa De Provisión Zenit Limitada	SERVICIOS DE CADETERIA Y LOGISTICA UPEJOL	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Cooperativa De Provisión Zenit Limitada_SERVICIOS DE CADETERIA Y LOGISTICA UPEJOL	11230
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Cooperativa De Provisión Zenit Limitada	SERVICIOS DE CADETERIA Y LOGISTICA UPEJOL	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Cooperativa De Provisión Zenit Limitada_SERVICIOS DE CADETERIA Y LOGISTICA UPEJOL	17790
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Cooperativa De Provisión Zenit Limitada	SERVICIOS DE CADETERIA Y LOGISTICA UPEJOL	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Cooperativa De Provisión Zenit Limitada_SERVICIOS DE CADETERIA Y LOGISTICA UPEJOL	1000
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Cooperativa De Provisión Zenit Limitada	SERVICIOS DE CADETERIA Y LOGISTICA UPEJOL	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Cooperativa De Provisión Zenit Limitada_SERVICIOS DE CADETERIA Y LOGISTICA UPEJOL	300
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JAL ENTERTAINMENT S.R.L.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JAL ENTERTAINMENT S.R.L._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	300450
CONVOCATORIA ABIERTA	LICITACION PUBLICA	BLEAR INTERNATIONAL SA	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_BLEAR INTERNATIONAL SA_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	297660
CONVOCATORIA ABIERTA	LICITACION PUBLICA	EUQUI S.A.	CONVENIO MARCO DE COMPRA - ADQUISICION DE ARTICULOS DE TOCADOR Y PERFUMERIA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_EUQUI S.A._CONVENIO MARCO DE COMPRA - ADQUISICION DE ARTICULOS DE TOCADOR Y PERFUMERIA	6387.6
CONVOCATORIA ABIERTA	LICITACION PUBLICA	OSVALDO SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DEPORTIVOS Y DIDACTICOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_OSVALDO SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DEPORTIVOS Y DIDACTICOS	13500
CONVOCATORIA ABIERTA	LICITACION PUBLICA	BLEAR INTERNATIONAL SA	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_BLEAR INTERNATIONAL SA_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	542080
CONVOCATORIA ABIERTA	LICITACION PUBLICA	OSVALDO SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DEPORTIVOS Y DIDACTICOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_OSVALDO SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DEPORTIVOS Y DIDACTICOS	8950
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ARGENPROM S.R.L.	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ARGENPROM S.R.L._CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	288000
CONVOCATORIA ABIERTA	LICITACION PUBLICA	SERVICIOS PARA LA HIGIENE S.A 	ADQUISICION DE ARTICULOS DE LIMPIEZA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_SERVICIOS PARA LA HIGIENE S.A _ADQUISICION DE ARTICULOS DE LIMPIEZA	6220.92
